ID;Tittel;Dato;Klokkeslett;URL;BildeURL;Undertittel;Pris lavest;Pris høyest;Innehold;Innhold-excerpt;Dag;År;@image
43828;Maria Mena;1. desember;19:00;https://www.festiviteten.no/program/43828-maria-mena/;https://cdn.tixly.com/no/tix/EventImages/Feature_43828.jpg;Undertittel;675;;"<p><strong>Maria Mena feirer 40 år og 25 år som artist med stor Norgesturné i 2026.</strong> </p><p>I 2026 er det duket for en dobbel feiring av en av Norges mest folkekjære artister. Maria Mena fyller 40 år og markerer samtidig 25 år som artist. Dette feires med en omfattende turné som tar henne gjennom hele Norge.</p><p>Helt siden hun fikk platekontrakt i 2001 og slo gjennom med «My Lullaby» i 2002, har Maria Mena gitt publikum et unikt innblikk i hennes liv og hjerte. Gjennom ni kritikerroste studioalbum, inkludert suksesser som «Apparently Unaffected», «Cause and Effect», «Viktoria», og «And Then Came You», har Mena etablert seg som en låtskriver og formidler i særklasse. </p><p>Maria lever, skriver og synger fra hjertet og evner å sette ord på tanker og følelser. Selv de som for mange føles tunge å bære og umulige å dele.</p><p>Hennes talent har resultert i en imponerende hitparade som inkluderer sanger som «I Don’t Wanna See You With Her», «Just Hold Me», «You’re The Only One», «All This Time», «It Took Me By Surprise», «You Live And You Learn», «Not OK» og den tidløse klassikeren «Home For Christmas». </p><p>Som artist er Mena kjent for sin dype ærlighet og sårbarhet. Hennes mot og kompromissløse tilnærming til kunsten, kombinert med hennes varme, empatiske og morsomme personlighet, gjør at musikken oppleves både ufiltrert og nyansert. Etter en pause i 2025, vil turneen i 2026 bli en mulighet til å oppleve Maria Menas helt unike formidlingsevne live igjen, og en feiring av hennes lange karriere og personlige reise. Konsertene vil spenne over hele hennes katalog, levert med den intimiteten og nærheten publikum elsker henne for. </p><p>2026 blir et meget innholdsrikt år for Maria. Hun skal blant annet turnére med anerkjente Amsterdam Sinfonietta med 13 konserter i Nederland i januar og det det skal spilles inn et live-album i Oslo konserthus i februar. </p><p><em>«Jeg gleder meg mer enn jeg klarer å uttrykke, pausen i 2025 har gjort meg enda mer klar over hvor heldig jeg er med jobb, kollegaer og publikum! Jeg er klar for å levere nære, såre, håpefulle og tidvis morsomme konserter igjen i 2026!»</em><em> </em></p><p>-Maria Mena</p><p>obs:</p><p><strong>På denne konserten selges også Golden Circle, som betyr 2 ekstra rader helt fremst mot scenen.</strong></p>

<br>";Maria Mena feirer 40 år og 25 år som artist med stor Norgesturné i 2026.. I 2026 er det duket for en dobbel feiring av en av Norges mest folkekjære artister. Maria Mena fyller 40 år og markerer samtidig 25 år som artist. Dette feires med en omfattende turné som tar henne gjennom hele Norge.;Tirsdag;2026;images/Feature_43828.jpg
38832;Slik takler du IDIOTENE PÅ JOBBEN 2;2. desember;19:00;https://www.festiviteten.no/program/38832-slik-takler-du-idiotene-pa-jobben-2/;https://cdn.tixly.com/no/tix/EventImages/Feature_38832.jpg;Undertittel;520;;;;Onsdag;2026;images/Feature_38832.jpg
43933;Adam Douglas;3. desember;19:00;https://www.festiviteten.no/program/43933-adam-douglas/;https://cdn.tixly.com/no/tix/EventImages/Feature_43933.jpg;An American Holiday;665;;"<p>

Adam Douglas «An American Holiday» 2026</p><p><strong>For niende år på rad, fortsetter Adam Douglas sin juletradisjon med  </strong><strong>turnéen «An American Holiday» gjennom Norges land!</strong></p><p>Folkekjære Adam Douglas ønsker igjen velkommen til publikumssuksessen «An American Holiday» som har solgt over 65 000 billetter. Her tar Adam og hans fabelaktige band publikum med inn i stemningsfulle rom – der de fremfører både egenskrevne vinter- og julesanger, i tillegg til å gjøre juleklassikere til sine egne.</p><p>«An American Holiday» er blitt til som et resultat av en drøm Adam lenge hadde om å la det norske publikum få ta del i hans egne julemusikk-tradisjon, inspirert av soul, blues, gospel og americana.</p><p>Turnéen betyr mye for Adam personlig, og han setter stor pris på at tradisjonen skal fortsette på det niende året. Snart jubileum! Han sier: «Det fine med dette konseptet er at det alltid er rom for noe nytt. Verden har forandret seg mye siden vi startet i 2017, og det tar vi med oss når vi lager neste års versjon. Vi bygger stadig på, legger til nye elementer og lar det vokse litt for hvert år. Og så gleder jeg meg enormt til å dra på ny tur med gjengen. Det er et megahyggelig gjensyn hver gang, vi har blitt som en liten familie på veien. Vi får så mye energi av å stå på scenen sammen – alle går rundt og smiler. Det er den ultimate måten å lade opp til juleferien.»</p>

<br>";Adam Douglas «An American Holiday» 2026. For niende år på rad, fortsetter Adam Douglas sin juletradisjon med turnéen «An American Holiday» gjennom Norges land!. Folkekjære Adam Douglas ønsker igjen velkommen til publikumssuksessen «An American Holiday» som har solgt over 65 000 billetter.;Torsdag;2026;images/Feature_43933.jpg
﻿﻿﻿44072;Terje Sporsem & John Brungot;4. des. – 5. des.;;https://www.festiviteten.no/program/44072-terje-sporsem-john-brungot/;https://cdn.tixly.com/no/tix/EventImages/Feature_44072.jpg;Høy og mørk;625;;"<p>MacGyver Entertainment presenterer i samarbeid med Grusveien Entertainment</p><p><strong>Terje Sporsem og John Brungot</strong><br><strong>Høy og Mørk</strong></p><p>To av Norges mest populære komikere har slått seg sammen med ett mål for øye: Å gi deg et skikkelig artig show! Og DET trengs når verden går mer og mer av hengslene.</p><p><em>Høy og Mørk</em> er en forestilling spekket med stand-up, musikk og parodier, og vi kan love at latteren sitter løst når John og Terje begir seg inn i temaer som høye, mørke maktsyke ledere, beredskap, generasjonskonflikter og frykten for å plutselig være den eldste i familien.</p><p>Hvorfor vil noen endre verden etter fylte 75? Var livet mindre komplisert på 80- og 90-tallet? Og kan man fake seg gjennom det meste i livet? Terje og John tar for seg noen av de store og viktige spørsmålene i livet… men også ting du ikke visste at du trengte svar på.</p><p>Gjør deg klar for en kveld spekket med masse latter og god stemning!</p><p><strong>John Brungot</strong> er en av Norges mest ettertraktede humorister og har lang og bred erfaring fra både scene, TV og film. Han har vunnet prisen “Årets TV-komiker” under Komiprisen og har vært med i humorprogrammer som “Torsdag Kveld Fra Nydalen”, “Nårje” og Søstrene ser på TV”. John har også vært programleder for flere store TV-suksesser. For tiden er John å se i “Humoretaten” på NRK.</p><p><strong>Terje Sporsem</strong> er en av landets mest folkekjære standup-komikere og har satt opp flere soloshow som har høstet toppkarakterer og vises fortsatt jevnlig på NRK. Han har også en lang tv-karriere bak seg og har vært programleder for en rekke programmer og har også gjort seg bemerket som deltaker i flere populære konsepter. Han har blitt tildelt “Stå opp-prisen” og er mange ganger Komipris-nominert. Terje feirer 30 år som komiker i 2026.</p>

<br>";MacGyver Entertainment presenterer i samarbeid med Grusveien Entertainment. Terje Sporsem og John Brungot. Høy og Mørk. To av Norges mest populære komikere har slått seg sammen med ett mål for øye: Å gi deg et skikkelig artig show! Og DET trengs når verden går mer og mer av hengslene.;;;images/Feature_44072.jpg
;kick 2026 dans;6. des. - 8. des.;;;;;;;;;;;images/placeholder.jpg
45690;Oslo Gospel Choir;9. desember;19:00;https://www.festiviteten.no/program/45690-oslo-gospel-choir/;https://cdn.tixly.com/no/tix/EventImages/Feature_45690.jpg;Undertittel;725;;"<p>Oslo Gospel Choir.</p><p>Ingen Jul uten at Oslo Gospel Choir legger ut på sin Juleturne i desember. Gjennom to tiår har Julen for mange vært uløselig knyttet til lyden av denne legendariske sammensetningen av stemmer.</p><p>Konsertene formidler Oslo Gospel Choir’s unike sound, og den varme og nære Julestemningen som har blitt et varemerke for koret.</p>

<br>";Oslo Gospel Choir. Ingen Jul uten at Oslo Gospel Choir legger ut på sin Juleturne i desember. Gjennom to tiår har Julen for mange vært uløselig knyttet til lyden av denne legendariske sammensetningen av stemmer. Konsertene formidler Oslo Gospel Choir’s unike sound, og den varme og nære Julestemningen som har blitt et varemerke for koret.;Onsdag;2026;images/Feature_45690.jpg
44386;Haugaland storband;10. desember;19:00;https://www.festiviteten.no/program/44386-haugaland-storband/;https://cdn.tixly.com/no/tix/EventImages/Feature_44386.jpg;Big Band Christmas 2026;400;;"<p><em>Vårt lokale storband, Haugaland Storband, inviterer igjen til julekonsert.</em></p><p>Big Band Christmas har kommet for å bli! Haugaland Storband med gjester inviterer til årets julekonsert; en kveld med varme, overraskelser og en klype nostalgi, med velkjente klassikere fra storbandmusikkens gullalder.</p><p><br>

</p><br>";"Vårt lokale storband, Haugaland Storband, inviterer igjen til julekonsert.. Big Band Christmas har kommet for å bli! Haugaland Storband med gjester inviterer til årets julekonsert; en kveld med varme, overraskelser og en klype nostalgi, med velkjente klassikere fra storbandmusikkens gullalder. . .";Torsdag;2026;images/Feature_44386.jpg
47072;Odd René Andersen;11. desember;19:00;https://www.festiviteten.no/program/47072-odd-rene-andersen/;https://cdn.tixly.com/no/tix/EventImages/Feature_47072.jpg;Stjernenatt - en julekonsert;680;;"<p>

<br>Stjernenatt 2026 – en julekonsert med Odd René Andersen</p><p>Julen trenger ikke være lavmælt for å treffe. Den kan også være direkte, nær og full av kraft.</p><p>Odd René Andersen balanserer det inderlige og det kraftfulle på en måte få andre gjør. Med en stemme som både bærer tyngde og sårhet, gir han julelåtene et uttrykk som er ærlig, ufiltrert og musikalsk solid. Her er det rom for de store løftene, men også for de stillere øyeblikkene som setter seg. </p><p>Han har i en årrekke vært blant landets mest markante stemmer, og gjennom seieren i Stjernekamp viste han hvordan han går inn i låtene og gjør dem til sine egne. I Stjernenatt 2026 får publikum begge sider: trykket og nerven. Bandet bygger opp under dynamikken, og sammen skaper de en konsert som veksler mellom det kraftfulle og det nære – uten at det mister retning. </p><p>Dette er en julekonsert som både løfter og treffer. Med stil. Med trøkk. Og med innhold.</p><p>Tilbakemeldinger fra publikum 2025</p><p>«Magisk julekonsert! Den beste konsertopplevelse!!» – Elvira, Fredrikstad</p><p>«Utrolig dyktig artist med en super stemme. Topp stemning fra begynnelse til slutt.»– Torill, Fredrikstad</p><p>«Helt rått. Flott konsert med en utrolig dyktig artist som byr 100% på seg selv» –Jorunn, Kolbotn</p><p>«Sinnsykt bra. Musikere på øverste hylle nasjonalt. Fantastisk musikalskopplevelse!» – Per Olav, Bryne</p><p>«Flott konsert med en fantastisk artist og band. Storkoste meg.» – Anne, Bergen

<br></p>";. Stjernenatt 2026 – en julekonsert med Odd René Andersen. Julen trenger ikke være lavmælt for å treffe. Den kan også være direkte, nær og full av kraft. Odd René Andersen balanserer det inderlige og det kraftfulle på en måte få andre gjør.;Fredag;2026;images/Feature_47072.jpg
46289;Janove med strykekvartett;12. desember;19:00;https://www.festiviteten.no/program/46289-janove-med-strykekvartett/;https://cdn.tixly.com/no/tix/EventImages/Feature_46289.jpg;Undertittel;680;;"<p>12. desember gjester Janove Ottesen Haugesund og en av sine
aller kjæreste scener.</p>

<p>Det er ikke første gang Janove Ottesen besøker Haugesund
– og det er heller ikke tilfeldig at Festiviteten er valgt som konsertarena.
For Janove er dette én av favorittscenene hans i hele landet.</p>

<p><i>– Jeg har veldig mange gode minner fra konserter i Haugesund.
Fra de tidlige årene på legendariske Flytten, via Byscenen og Djerv Hallen,
sier han.</i></p>



<p>Men det er Festiviteten som trekker i ham:</p>

<p><i>– Ikke minst Festiviteten – en av mine favorittscener. Dette
blir veldig fint og forhåpentlig magisk med strykekvartett som akkompagnement
til mine filmatiske låter. Velkommen!</i></p>







<p>Festiviteten har den sjeldne kombinasjonen av intimitet
og scenestørrelse som passer Janoves musikk godt. Med en lokal strykekvartett
på scenen vil konserten bygge videre på det filmatiske og teatralske i låtene.</p>

<p><b>Et nøye sammensatt
program</b></p>

<p>Konsertens arrangementer er laget av Erlend Skomsvoll,
Gisle Kverndokk, Erik Waldejer og Heine Røise – alle med imponerende bakgrunn
fra norsk og internasjonalt musikkliv. Repertoaret er valgt med tanke på hva
som kler det symfoniske formatet best.</p>

<p><i>– Det blir alltid noe eget når låtene forsterkes med strykere.
Mange av favorittlåtene mine får et ekstra dramatisk og nesten filmisk uttrykk,
sier Janove.</i></p>



<p><b>Ny musikk og special
guest</b></p>

<p>Janove slipper singelen «Min Melodi Blå» og
dobbeltalbumet The Collection i forkant av konsertene – en samling som spenner
fra fullbandformat til pianoversjoner, med uutgitt bonusmateriale. OLIVER åpner
konsertene med filmatisk pianomusikk.</p>





<br>";12. desember gjester Janove Ottesen Haugesund og en av sine aller kjæreste scener. Det er ikke første gang Janove Ottesen besøker Haugesund – og det er heller ikke tilfeldig at Festiviteten er valgt som konsertarena. For Janove er dette én av favorittscenene hans i hele landet. – Jeg har veldig mange gode minner fra konserter i Haugesund.;Lørdag;2026;images/Feature_46289.jpg
46004;Eva Weel Skram;13. desember;19:00;https://www.festiviteten.no/program/46004-eva-weel-skram/;https://cdn.tixly.com/no/tix/EventImages/Feature_46004.jpg;Falle til ro - Ein julekonsert 2026;655;;"<p>

<br>Dei siste åra har Eva Weel Skram skapt ein kjærkomen juletradisjon med sine stemningsfulle julekonsertar. Med ei varm blanding av eigne låtar og kjende julefavorittar inviterer ho publikum inn i eit musikalsk univers der både tradisjon og nyare juletonar får skinne.</p><p>Det er snart ti år sidan Eva gav ut sin første julelåt, og sidan den gong har fleire av songane hennar funne vegen inn i den moderne norske julekanonen. «Selmas Sang», temalåten frå NRK-serien Snøfall, vart raskt ein publikumsfavoritt. Seinare kom «Falle til ro», skriven til Netflix-serien Hjem til jul, som også har festa seg som ein ny juleklassikar.</p><p>Eva har òg markert seg som ein framifrå tolkar av andre sine låtar. I hennar hender får songar som «Nå tennes tusen julelys» og «Romjulsdrøm» nytt liv. Juleklassikaren Have Yourself a Merry Little Christmas har dessutan fått norsk drakt som «Tid med mjuke pakkar», med ny tekst av Trygve Skaug.</p><p>Saman med sine musikalske kumpanar skapar Eva Weel Skram ei varm og nær juleoppleving – fylt av smittande humør, vakre melodiar og ekte julestemning.</p><p>Velkommen til julekonsert.

<br></p>";. Dei siste åra har Eva Weel Skram skapt ein kjærkomen juletradisjon med sine stemningsfulle julekonsertar. Med ei varm blanding av eigne låtar og kjende julefavorittar inviterer ho publikum inn i eit musikalsk univers der både tradisjon og nyare juletonar får skinne.;Søndag;2026;images/Feature_46004.jpg
43719;Christmas with Nordic Tenors;14. desember;18:00;https://www.festiviteten.no/program/43719-christmas-with-nordic-tenors/;https://cdn.tixly.com/no/tix/EventImages/Feature_43719.jpg;Undertittel;690;;"<p>

Christmas with Nordic Tenors -2026</p><p>Når nettene blir lange og vinterfrosten legger et rimet slør over mørkelandet, er det lite som varmer som tonene fra de tre høyt elskede tenorene i Nordic Tenors og deres virtuose pianist Torgeir Koppang.</p><p>«Christmas with Nordic Tenors» er mer enn en julekonsert. Det er en frydfull opplevelse både for øyne og ører, en fullt ut gjennomarbeidet estetisk forestilling med musikk og vokalprestasjoner fra øverste hylle.  I over 20 år har tenortrioen reist landet rundt med en førjulsstund fylt med varme og humor, med et variert julerepertoar bygget på høytid og tradisjon, en forestilling som garantert vil sette deg i den gode julestemningen.</p><p>Nordic Tenors består av tenorene Jan-Tore Saltnes, Nils Georg Nilsen og Espen Solsbak. Gruppen har tidligere vunnet Komiprisen, vært kongelige toastmastere, åpnet den nye operaen i Oslo og har vunnet publikums hjerter over hele landet. Gled dere til hjerterørende julemusikalske opplevelser, helsebringende mosjon for lattermusklene og himmelsk balsam for lydhøre ører!</p>

<br>";Christmas with Nordic Tenors -2026. Når nettene blir lange og vinterfrosten legger et rimet slør over mørkelandet, er det lite som varmer som tonene fra de tre høyt elskede tenorene i Nordic Tenors og deres virtuose pianist Torgeir Koppang. «Christmas with Nordic Tenors» er mer enn en julekonsert.;Mandag;2026;images/Feature_43719.jpg
43515;Vår jul 2026;15. desember;18:00;https://www.festiviteten.no/program/43515-var-jul-2026/;https://cdn.tixly.com/no/tix/EventImages/Feature_43515.jpg;Undertittel;475;-690;"<p>

VÅR JUL 2026</p><p>Christian Ingebrigtsen, Maria Arredondo, Alexander Rybak, Torstein Sødal, Ebba Lejonclou, Gaute Ormåsen, Frøydis Grorud og kapellmester Øystein Lund Olafsen inviterer deg herved inn i sitt musikalske univers.</p><p>Menyen er skreddersydd for deg som vil senke skuldrene og fylles med juleglede.</p><p>Til lyden av klangfulle melodilinjer fra artistene i harmoni med ekte, nær og lun historiefortelling, serveres du de deiligste retter: Fra de nære, norske julesangene til vakre ballader ikledd mektige melodier.</p><p>Hjertelig velkommen til Vår jul!</p>

<br>";VÅR JUL 2026. Christian Ingebrigtsen, Maria Arredondo, Alexander Rybak, Torstein Sødal, Ebba Lejonclou, Gaute Ormåsen, Frøydis Grorud og kapellmester Øystein Lund Olafsen inviterer deg herved inn i sitt musikalske univers. Menyen er skreddersydd for deg som vil senke skuldrene og fylles med juleglede.;Tirsdag;2026;images/Feature_43515.jpg
44303;Inger Lise Hope;16. desember;19:00;https://www.festiviteten.no/program/44303-inger-lise-hope/;https://cdn.tixly.com/no/tix/EventImages/Feature_44303.jpg;Fredelig Jul;525;;"<p>Inger Lise Hope tok Norge med storm etter seieren i <em>The Voice</em> i 2024 – og de siste årene har hennes julekonserter vært så godt som utsolgt over hele landet. Nå vender hun tilbake med <strong>Fredelig Jul 2026</strong>, en konsert som har utviklet seg til å bli en årlig tradisjon for tusenvis.</p><p>Dette er <strong>fjortende året</strong> hun inviterer publikum inn i sitt juleunivers, og konserten har vokst i både omfang og popularitet. I år møter du Hope med fullt band, nye musikalske høydepunkter, og et repertoar som blander de vakreste norske og internasjonale julesangene – tidløse klassikere, overraskende perler og noen av publikum sine absolutte favoritter.</p><p>«Jeg kjenner like stor takknemlighet hvert eneste år. Det er noe helt eget med å få dele denne førjulstiden med publikum – og jeg gleder meg enormt til å skape nye magiske øyeblikk i 2026.»</p><p>Aftenbladet skrev:<br><strong>«Flottere julekonsert enn Inger Lise Hopes ‘Fredelig Jul’ skal du lete lenge etter.»</strong></p><p><em>Fredelig Jul</em> er kjent for varme, nærhet og en stemme som fyller hele rommet. Her kommer du garantert i ekte julestemning.</p>

<br>";Inger Lise Hope tok Norge med storm etter seieren i The Voice i 2024 – og de siste årene har hennes julekonserter vært så godt som utsolgt over hele landet. Nå vender hun tilbake med Fredelig Jul 2026, en konsert som har utviklet seg til å bli en årlig tradisjon for tusenvis.;Onsdag;2026;images/Feature_44303.jpg
;ylvis;17. desember;;;;;;;;;;;images/placeholder.jpg
45849;Bjørn og Bjarte, den tøffe og den sarte;18. des. – 19. des.;;https://www.festiviteten.no/program/45849-bjorn-og-bjarte-den-toffe-og-den-sarte/;https://cdn.tixly.com/no/tix/EventImages/Feature_45849.jpg;Undertittel;630;;"<p><br></p><p><i>BJØRN EIDSVÅG OG BJARTE TJØSTHEIM PÅ TURNÉ – LATTER, MUSIKK OG ET STREIF AV NÅDE</i></p><p><i>To av Norges mest folkekjære kunstnere, Bjørn Eidsvåg og Bjarte Tjøstheim, slår seg sammen for en helt spesiell turné. Med en unik kombinasjon av varme, humor og musikalsk kvalitet, inviterer de publikum til en kveld fylt med både latter, undring og ettertanke.</i></p><p><i>Eidsvåg og Tjøstheim har kjent hverandre i flere år. De har tøysa og tulla sammen i Radioresepsjonen, og Bjørn har gjestet Bjartes TV-serie Presten, der han blant annet spilte en lettere forfyllet utgave av seg selv. </i></p><p><i>Nå forener de krefter, vidd og det lille de har av visdom, i en felles forestilling. Det skal vitses og raljeres, men de skal også gjøres et forsøk på å reflektere over små og store spørsmål, undring er de bra på.  Begge har en kirkelig bakgrunn, begge har kjent på tro og tvil, og begge vet hvordan det er å komme til kort. De er både tøffe og sarte, og ikke minst gode på å felle nådeløse dommer over seg selv. Samtidig jakter de på nåden, på noen som kan tåle dem som de er.</i></p><p><i>Publikum kan forvente seg en forestilling fylt med latter, musikk og ettertanke. Eidsvågs eminente band vil sørge for musikalsk tyngde, og Tjøstheim vil også bidra med sine rytmiske ferdigheter. Om det blir oppbyggelig og sjelsettende, vites ikke. Men kjedelig blir det definitivt ikke, til det er forestillingen for kort.</i></p><p><br></p><p><i>""Høsten 2025 spilte vi 38 forestillinger med ""Bjørn & Bjarte, den tøffe og den sarte"". Nå har vi hatt en pause, men er snart klare for en ny runde. Dette er noe av det kjekkeste jeg har gjort i min karriere. Å dele scene med Bjarte Tjøstheim, er en fryd. Jeg gråter og ler under hver forestilling. Nå er jeg superklar for å fortsette med dette også ut 2026.""</i></p><p><i>— Bjørn Eidsvåg </i></p>

<br>";. BJØRN EIDSVÅG OG BJARTE TJØSTHEIM PÅ TURNÉ – LATTER, MUSIKK OG ET STREIF AV NÅDE. To av Norges mest folkekjære kunstnere, Bjørn Eidsvåg og Bjarte Tjøstheim, slår seg sammen for en helt spesiell turné. Med en unik kombinasjon av varme, humor og musikalsk kvalitet, inviterer de publikum til en kveld fylt med både latter, undring og ettertanke..;;;images/Feature_45849.jpg
44632;Roy Orbison Tribute;20. desember;19:00;https://www.festiviteten.no/program/44632-roy-orbison-tribute/;https://cdn.tixly.com/no/tix/EventImages/Feature_44632.jpg;Undertittel;405;;"<p>Vi gjentar suksessen etter nok ett utsolgt hus i 2025</p><p>«Roy Orbison er en av historiens store stemmer innen populærmusikk, og han ble tidlig omtalt som rockens svar på Enrico Caruso, en stor operasanger på begynnelsen av 1900-tallet.</p><p>Roy Orbisons musikk er i stor grad sentrert rundt stemmen og melodien, med et stort spenn fra de helt dype til de aller lyseste falsettoner.</p><p>Dette, i kombinasjon med en sterk personlig historie, trigget interessen hos operasanger Ole Morten Velde, som sammen med bandet sitt har satt sammen en konsert som vil underholde og bevege.</p>

<br>";Vi gjentar suksessen etter nok ett utsolgt hus i 2025. «Roy Orbison er en av historiens store stemmer innen populærmusikk, og han ble tidlig omtalt som rockens svar på Enrico Caruso, en stor operasanger på begynnelsen av 1900-tallet.;Søndag;2026;images/Feature_44632.jpg
47121;Voice of Joy;21. desember;18:00;https://www.festiviteten.no/program/47121-voice-of-joy/;https://cdn.tixly.com/no/tix/EventImages/Feature_47121.jpg;Julekonsert;425;;<p>Bli med på en stemningsfull kveld fylt med vakkker gospelmusikk og juleglede. </p><p>Voice of Joy, kjent for sine varme og kraftfulle fremføringer, vil sørge for en uforglemmelig opplevelse tett opp mot julekvelden.</p>;Bli med på en stemningsfull kveld fylt med vakkker gospelmusikk og juleglede. Voice of Joy, kjent for sine varme og kraftfulle fremføringer, vil sørge for en uforglemmelig opplevelse tett opp mot julekvelden.;Mandag;2026;images/Feature_47121.jpg
45239;Vidar Johnsen;22. desember;19:00;https://www.festiviteten.no/program/45239-vidar-johnsen/;https://cdn.tixly.com/no/tix/EventImages/Feature_45239.jpg;Him te jul;480;;<p>Him te Jul - Endelig tilbake i Festiviteten igjen!</p><p>I år er det 10 år siden Him te Jul kom til verden å vi er veldig glade for at vi igjen kan invitere til Julekonsert med Vidar Johnsen og Kjell Harald Litangen i storstuen vår. Tradisjonen tro får publikum servert de flotteste julesangskattene vi har i en nedstrippet, ekte og ærlig innpakning. Ryktene sier at det blir noen ekstra musikalske gavepakker i år i anledning 10 årsjubulét. Den som venter får se!</p><p>Velkommen Him te Jul alle sammen!</p><br>;Him te Jul - Endelig tilbake i Festiviteten igjen! I år er det 10 år siden Him te Jul kom til verden å vi er veldig glade for at vi igjen kan invitere til Julekonsert med Vidar Johnsen og Kjell Harald Litangen i storstuen vår.;Tirsdag;2026;images/Feature_45239.jpg
45617;Romjulskonsert med Vamp;27. des. – 28. des.;;https://www.festiviteten.no/program/45617-romjulskonsert-med-vamp/;https://cdn.tixly.com/no/tix/EventImages/Feature_45617.jpg;Undertittel;705;;"<p>Vamp har etablert seg som et av Norges mest folkekjære band og blitt en del av den norske folkesjelen.</p><p>Med sitt helt spesielle uttrykk søker de det vakre og kraftfulle, for hånd, i en stadig kaldere og automatisert verden.</p><p>Gjennom godt og vel tre tiår har de levert hundrevis av sanger om det å være menneske.</p><p>I romjulen slår de på stortromma og kommer med utvidet besetning for å feire Festiviteten 40 år og sitt eget 35 års jubileum.</p><br>

<br>";Vamp har etablert seg som et av Norges mest folkekjære band og blitt en del av den norske folkesjelen. Med sitt helt spesielle uttrykk søker de det vakre og kraftfulle, for hånd, i en stadig kaldere og automatisert verden. Gjennom godt og vel tre tiår har de levert hundrevis av sanger om det å være menneske.;;;images/Feature_45617.jpg
46992;Svanesjøen;23. januar;19:00;https://www.festiviteten.no/program/46992-svanesjoen/;https://cdn.tixly.com/no/tix/EventImages/Feature_46992.jpg;Undertittel;695;-775;"<p><strong>The International Ballet Company Berlin</strong><br>
<strong>Svanesjøen – en tidløs klassiker</strong></p>
<p>Opplev magien og elegansen i <em>Svanesjøen</em> – et mesterverk som i over 100 år har begeistret ballettelskere verden over.</p>
<p>The International Ballet Company Berlin, under kunstnerisk ledelse av Rimma Wachsmann, bringer historien om prins Siegfried, prinsesse Odette og trollmannen Redbeard til live med ynde, følelse og teknisk perfeksjon.</p>
<p>Med noen av Europas beste internasjonale dansere skaper kompaniet en uforglemmelig forestilling som forener klassisk tradisjon med enestående estetikk.</p>
<p>Verdensberømte Marukyan Razmik bidrar som medprodusent og danser med sin lidenskap og ekspertise.</p>
<p>La deg fortrylle av en ballett som forener mennesker på tvers av kulturer – en opplevelse i absolutt verdensklasse!</p>

<p>✨ <strong>Svanesjøen med The International Ballet Company Berlin</strong> ✨<br>
Opplev kjærlighetens magi og klassisk skjønnhet i en uforglemmelig ballettforestilling!</p>
<p>Verdensklassedanserne – tidløs eleganse – ekte eventyr. 🩰</p>

<br>";The International Ballet Company Berlin. Svanesjøen – en tidløs klassiker. Opplev magien og elegansen i Svanesjøen – et mesterverk som i over 100 år har begeistret ballettelskere verden over. The International Ballet Company Berlin, under kunstnerisk ledelse av Rimma Wachsmann, bringer historien om prins Siegfried, prinsesse Odette og trollmannen Redbeard til live med ynde, følelse og teknisk perfeksjon.;Lørdag;2027;images/Feature_46992.jpg
